DISTRICT_CODE,DISTRICT_NAME,DR_CODE,MANDAL_CODE,MANDAL_NAME
26,NANDYAL,13_2,24,ALLAGADDA
26,NANDYAL,13_2,01,ATMAKUR
26,NANDYAL,13_2,10,BANAGANAPALLE
26,NANDYAL,13_2,09,BANDI ATMAKUR
26,NANDYAL,13_2,14,BETHAMCHERLA
26,NANDYAL,13_2,21,CHAGALAMARRI
26,NANDYAL,13_2,13,DHONE
26,NANDYAL,13_2,19,DORNIPADU
26,NANDYAL,13_2,26,GADIVEMULA
26,NANDYAL,13_2,17,GOSPADU
26,NANDYAL,13_2,05,JUPADU BUNGALOW
26,NANDYAL,13_2,12,KOILKUNTLA
26,NANDYAL,13_2,28,KOLIMIGUNDLA
26,NANDYAL,13_2,06,KOTHAPALLE
26,NANDYAL,13_2,23,MAHANANDI
26,NANDYAL,13_2,08,MIDTHUR
26,NANDYAL,13_2,03,NANDI KOTKUR
26,NANDYAL,13_2,16,NANDYAL
26,NANDYAL,13_2,29,NANDYAL (URBAN)
26,NANDYAL,13_2,11,OWK
26,NANDYAL,13_2,04,PAGIDYALA
26,NANDYAL,13_2,07,PAMULAPADU
26,NANDYAL,13_2,25,PANYAM
26,NANDYAL,13_2,15,PEAPALLY
26,NANDYAL,13_2,22,RUDRAVARAM
26,NANDYAL,13_2,27,SANJAMALA
26,NANDYAL,13_2,18,SIRVEL
26,NANDYAL,13_2,20,UYYALAWADA
26,NANDYAL,13_2,02,VELGODU
23,TIRUPATI,10_2,06,BALAYAPALLE
23,TIRUPATI,10_2,23,BUCHINAIDU KHANDRIGA
23,TIRUPATI,10_2,28,CHANDRAGIRI
23,TIRUPATI,10_2,02,CHILLAKUR
23,TIRUPATI,10_2,34,CHINNAGOTTIGALLU
23,TIRUPATI,10_2,05,CHITTAMUR
23,TIRUPATI,10_2,08,DAKKILI
23,TIRUPATI,10_2,20,DORAVARISATRAM
23,TIRUPATI,10_2,01,GUDUR
23,TIRUPATI,10_2,13,K V P PURAM
23,TIRUPATI,10_2,03,KOTA
23,TIRUPATI,10_2,14,NAGALAPURAM
23,TIRUPATI,10_2,18,NAIDUPETA
23,TIRUPATI,10_2,16,NARAYANAVANAM
23,TIRUPATI,10_2,17,OJILI
23,TIRUPATI,10_2,29,PAKALA
23,TIRUPATI,10_2,19,PELLAKUR
23,TIRUPATI,10_2,15,PICHATUR
23,TIRUPATI,10_2,32,PUTTUR
23,TIRUPATI,10_2,30,RAMACHANDRAPURAM
23,TIRUPATI,10_2,11,RENIGUNTA
23,TIRUPATI,10_2,25,SATYAVEDU
23,TIRUPATI,10_2,09,SRIKALAHASTI
23,TIRUPATI,10_2,21,SULLURPETA
23,TIRUPATI,10_2,22,TADA
23,TIRUPATI,10_2,10,THOTTAMBEDU
23,TIRUPATI,10_2,27,TIRUPATI RURAL
23,TIRUPATI,10_2,26,Tirupati Urban
23,TIRUPATI,10_2,31,VADAMALAPETA
23,TIRUPATI,10_2,04,VAKADU
23,TIRUPATI,10_2,24,VARADAIAHPALEM
23,TIRUPATI,10_2,07,VENKATAGIRI
23,TIRUPATI,10_2,12,YERPEDU
23,TIRUPATI,10_2,33,YERRAVARIPALEM
11,YSR KADAPA,11_1,28,ATLUR
11,YSR KADAPA,11_1,08,B KODUR
11,YSR KADAPA,11_1,11,BADVEL
11,YSR KADAPA,11_1,07,BRAHMAMGARIMATTAM
11,YSR KADAPA,11_1,35,CHAKRAYAPET
11,YSR KADAPA,11_1,14,CHAPAD
11,YSR KADAPA,11_1,27,CHENNUR
11,YSR KADAPA,11_1,32,CHINTHA KOMMADINNE
11,YSR KADAPA,11_1,31,CUDDAPAH
11,YSR KADAPA,11_1,05,DUVVUR
11,YSR KADAPA,11_1,12,GOPAVARAM
11,YSR KADAPA,11_1,16,JAMMALAMADUGU
11,YSR KADAPA,11_1,09,KALASAPADU
11,YSR KADAPA,11_1,25,KAMALAPURAM
11,YSR KADAPA,11_1,13,KHAJIPET
11,YSR KADAPA,11_1,01,KONDAPURAM
11,YSR KADAPA,11_1,19,LINGALA
11,YSR KADAPA,11_1,17,MUDDANUR
11,YSR KADAPA,11_1,02,MYLAVARAM
11,YSR KADAPA,11_1,03,PEDDAMUDIUM
11,YSR KADAPA,11_1,33,PENDLIMARRI
11,YSR KADAPA,11_1,10,PORUMAMILLA
11,YSR KADAPA,11_1,15,PRODDUTUR
11,YSR KADAPA,11_1,20,PULIVENDLA
11,YSR KADAPA,11_1,04,RAJU PALEM
11,YSR KADAPA,11_1,06,S MYDUKUR
11,YSR KADAPA,11_1,30,SIDHOUT
11,YSR KADAPA,11_1,18,SIMHADRIPURAM
11,YSR KADAPA,11_1,51,Sri Avadhutha Kasinayana
11,YSR KADAPA,11_1,22,THANDUR
11,YSR KADAPA,11_1,26,VALLUR
11,YSR KADAPA,11_1,23,VEERAPUNAYUNIPALLE
11,YSR KADAPA,11_1,34,VEMPALLE
11,YSR KADAPA,11_1,21,VEMULA
11,YSR KADAPA,11_1,29,VONTIMITTA
11,YSR KADAPA,11_1,24,YERRAGUNTLA
01,SRIKAKULAM,01_1,18,AMADALAVALASA
01,SRIKAKULAM,01_1,11,BURJA
01,SRIKAKULAM,01_1,08,ETCHERLA
01,SRIKAKULAM,01_1,05,GANGUVARI SINGADAM
01,SRIKAKULAM,01_1,20,GARA
01,SRIKAKULAM,01_1,16,HIRAMANDALAM
01,SRIKAKULAM,01_1,37,ICHCHAPURAM
01,SRIKAKULAM,01_1,23,JALUMURU
01,SRIKAKULAM,01_1,35,KANCHILI
01,SRIKAKULAM,01_1,36,KAVITI
01,SRIKAKULAM,01_1,28,KOTABOMMILI
01,SRIKAKULAM,01_1,15,KOTHURU
01,SRIKAKULAM,01_1,06,LAVERU
01,SRIKAKULAM,01_1,38,LNPETA
01,SRIKAKULAM,01_1,33,MANDASA
01,SRIKAKULAM,01_1,26,MEILAPUTTI
01,SRIKAKULAM,01_1,30,NANDIGAM
01,SRIKAKULAM,01_1,22,NARASANNAPETA
01,SRIKAKULAM,01_1,32,PALASA
01,SRIKAKULAM,01_1,25,PATHAPATNAM
01,SRIKAKULAM,01_1,21,POLAKI
01,SRIKAKULAM,01_1,09,PONDURU
01,SRIKAKULAM,01_1,07,RANASTALAM
01,SRIKAKULAM,01_1,29,SANTHABOMMALI
01,SRIKAKULAM,01_1,24,SARAVAKOTA
01,SRIKAKULAM,01_1,17,SARUBUJJILI
01,SRIKAKULAM,01_1,34,SOMPETA
01,SRIKAKULAM,01_1,19,SRIKAKULAM
01,SRIKAKULAM,01_1,27,TEKKALI
01,SRIKAKULAM,01_1,31,VAJRAPUKOTHURU
